Date,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC
5/26/1976,41,27,20
5/27/1976,31,22,18
5/28/1976,22,15,12
5/29/1976,24,17,14
5/30/1976,25,18,14
5/31/1976,21,16,14
6/1/1976,27,17,12
6/2/1976,28,20,16
6/3/1976,29,19,14
6/4/1976,31,21,16
6/5/1976,35,23,18
6/6/1976,39,28,22
6/7/1976,33,24,20
6/8/1976,31,25,22
6/9/1976,37,28,24
6/10/1976,35,28,24
6/11/1976,27,22,20
6/12/1976,29,20,16
6/13/1976,29,20,16
6/14/1976,40,24,16
6/15/1976,30,27,26
6/16/1976,34,29,26
6/17/1976,44,32,26
6/18/1976,50,35,28
6/19/1976,37,31,28
6/20/1976,39,28,22
6/21/1976,35,29,26
6/22/1976,37,27,22
6/23/1976,34,26,22
6/24/1976,31,25,22
6/25/1976,35,22,16
6/26/1976,38,27,22
6/27/1976,46,30,22
6/28/1976,47,34,28
6/29/1976,39,29,24
6/30/1976,38,29,24
7/1/1976,37,28,24
7/2/1976,41,28,22
7/3/1976,35,29,26
7/4/1976,43,34,30
7/5/1976,48,33,26
7/6/1976,45,36,32
7/7/1976,45,38,34
7/8/1976,39,33,30
7/9/1976,38,31,28
7/10/1976,38,29,24
7/11/1976,41,35,32
7/12/1976,37,29,24
7/13/1976,40,29,24
7/14/1976,44,32,26
7/15/1976,50,35,28
7/16/1976,49,35,28
7/17/1976,41,31,26
7/18/1976,42,31,26
7/19/1976,45,31,24
7/20/1976,40,33,30
7/21/1976,37,30,26
7/22/1976,38,31,28
7/23/1976,48,33,26
7/24/1976,46,34,28
7/25/1976,49,35,28
7/26/1976,34,30,28
7/27/1976,42,30,24
7/28/1976,48,33,26
7/29/1976,41,35,32
7/30/1976,43,33,28
7/31/1976,44,33,28
8/1/1976,42,35,32
8/2/1976,45,36,32
8/3/1976,43,33,28
8/4/1976,36,31,28
8/5/1976,38,34,32
8/6/1976,38,31,28
8/7/1976,32,31,30
8/8/1976,36,31,28
8/9/1976,40,32,28
8/10/1976,44,36,32
8/11/1976,47,33,26
8/12/1976,41,34,30
8/13/1976,31,29,28
8/14/1976,40,33,30
8/15/1976,29,27,26
8/16/1976,34,29,26
8/17/1976,39,29,24
8/18/1976,41,30,24
8/19/1976,31,27,26
8/20/1976,41,34,30
8/21/1976,41,31,26
8/22/1976,34,26,22
8/23/1976,35,29,26
8/24/1976,39,33,30
8/25/1976,36,31,28
8/26/1976,36,28,24
8/27/1976,39,32,28
8/28/1976,45,36,32
8/29/1976,44,36,32
8/30/1976,43,33,28
8/31/1976,43,33,28
9/1/1976,35,29,26
9/2/1976,38,30,26
9/3/1976,42,30,24
9/4/1976,41,30,24
9/5/1976,34,29,26
9/6/1976,32,25,22
9/7/1976,34,26,22
9/8/1976,40,28,22
9/9/1976,45,31,24
9/10/1976,45,31,24
9/11/1976,32,26,24
9/12/1976,37,31,28
9/13/1976,40,28,22
9/14/1976,33,29,26
9/15/1976,32,25,22
9/16/1976,36,27,22
9/17/1976,33,30,28
9/18/1976,37,30,26
9/19/1976,43,33,28
9/20/1976,51,38,32
9/21/1976,34,30,28
9/22/1976,35,33,32
9/23/1976,35,32,30
9/24/1976,39,29,24
9/25/1976,42,31,26
9/26/1976,42,31,26
9/27/1976,41,31,26
9/28/1976,42,34,30
9/29/1976,40,32,28
9/30/1976,35,28,24
10/1/1976,31,26,24
10/2/1976,30,26,24
10/3/1976,27,21,18
10/4/1976,31,21,16
10/5/1976,32,24,20
10/6/1976,34,26,22
10/7/1976,41,30,24
10/8/1976,38,29,24
10/9/1976,35,28,24
10/10/1976,37,31,28
10/11/1976,35,29,26
10/12/1976,31,21,16
10/13/1976,30,22,18
10/14/1976,27,21,18
10/15/1976,27,18,14
10/16/1976,27,17,12
10/17/1976,27,18,14
10/18/1976,32,21,16
10/19/1976,31,17,10
10/20/1976,28,13,6
10/21/1976,22,14,10
10/22/1976,23,17,14
10/23/1976,23,18,16
10/24/1976,23,20,18
10/25/1976,26,23,22
10/26/1976,27,21,18
10/27/1976,29,19,14
10/28/1976,23,20,18
10/29/1976,23,18,16
10/30/1976,20,13,10
10/31/1976,27,21,18
11/1/1976,26,19,16
11/2/1976,25,19,16
11/3/1976,29,19,14
11/4/1976,23,14,10
11/5/1976,23,17,14
11/6/1976,31,22,18
11/7/1976,27,21,18
11/8/1976,28,24,22
11/9/1976,23,21,20
11/10/1976,21,19,18
11/11/1976,23,18,16
11/12/1976,22,15,12
11/13/1976,19,10,6
11/14/1976,27,18,14
11/15/1976,24,20,18
11/16/1976,31,25,22
11/17/1976,25,16,12
11/18/1976,12,8,6
11/19/1976,14,9,6
11/20/1976,24,13,8
11/21/1976,21,15,12
11/22/1976,19,13,10
11/23/1976,13,10,8
11/24/1976,21,15,12
11/25/1976,19,13,10
11/26/1976,11,4,0
11/27/1976,10,2,-2
11/28/1976,10,2,-2
11/29/1976,11,2,-2
11/30/1976,11,1,-4
12/1/1976,4,1,0
12/2/1976,6,3,2
12/3/1976,10,6,4
12/4/1976,10,7,6
12/5/1976,12,8,6
12/6/1976,19,13,10
12/7/1976,23,21,20
12/8/1976,21,16,14
12/9/1976,16,11,8
12/10/1976,21,16,14
12/11/1976,23,17,14
12/12/1976,-11,10,6
12/13/1976,22,18,16
12/14/1976,23,17,14
12/15/1976,28,21,18
12/16/1976,23,18,16
12/17/1976,20,16,14
12/18/1976,18,13,10
12/19/1976,16,7,2
12/20/1976,12,5,2
12/21/1976,16,13,12
12/22/1976,15,9,6
12/23/1976,13,9,6
12/24/1976,8,5,4
12/25/1976,18,10,6
12/26/1976,22,19,18
12/27/1976,19,14,12
12/28/1976,8,4,2
12/29/1976,21,15,12
12/30/1976,19,11,6
12/31/1976,8,0,-4
1/1/1977,8,0,-4
1/2/1977,6,3,2
1/3/1977,5,3,2
1/4/1977,2,-1,-2
1/5/1977,5,-1,-4
1/6/1977,8,0,-4
1/7/1977,6,-2,-6
1/8/1977,7,-2,-6
1/9/1977,-1,-6,-8
1/10/1977,4,-4,-8
1/11/1977,10,7,6
1/12/1977,15,12,10
1/13/1977,16,13,12
1/14/1977,18,14,12
1/15/1977,20,17,16
1/16/1977,20,16,14
1/17/1977,25,23,22
1/18/1977,25,19,16
1/19/1977,17,11,8
1/20/1977,14,9,6
1/21/1977,19,12,8
1/22/1977,7,6,6
1/23/1977,6,3,2
1/24/1977,6,3,2
1/25/1977,12,5,2
1/26/1977,9,0,-4
1/27/1977,6,-1,-4
1/28/1977,6,2,0
1/29/1977,6,3,2
1/30/1977,11,2,-2
1/31/1977,17,10,6
2/1/1977,21,16,14
2/2/1977,19,13,10
2/3/1977,17,7,2
2/4/1977,22,14,10
2/5/1977,19,9,4
2/6/1977,24,17,14
2/7/1977,25,15,10
2/8/1977,24,16,12
2/9/1977,23,18,16
2/10/1977,24,20,18
2/11/1977,22,18,16
2/12/1977,28,23,20
2/13/1977,22,15,12
2/14/1977,22,10,4
2/15/1977,22,14,10
2/16/1977,24,17,14
2/17/1977,22,19,18
2/18/1977,28,19,14
2/19/1977,30,15,8
2/20/1977,28,20,16
2/21/1977,23,17,14
2/22/1977,19,13,10
2/23/1977,19,10,6
2/24/1977,18,9,4
2/25/1977,13,10,8
2/26/1977,17,11,8
2/27/1977,22,18,16
2/28/1977,19,13,10
3/1/1977,13,11,10
3/2/1977,13,11,10
3/3/1977,15,12,10
3/4/1977,17,11,8
3/5/1977,21,12,8
3/6/1977,21,16,14
3/7/1977,23,17,14
3/8/1977,19,14,12
3/9/1977,18,13,10
3/10/1977,19,10,6
3/11/1977,23,13,8
3/12/1977,13,10,8
3/13/1977,12,6,4
3/14/1977,11,6,4
3/15/1977,14,9,6
3/16/1977,18,10,6
3/17/1977,19,10,6
3/18/1977,21,16,14
3/19/1977,18,14,12
3/20/1977,16,11,8
3/21/1977,20,17,16
3/22/1977,25,18,14
3/23/1977,19,14,12
3/24/1977,20,12,8
3/25/1977,18,13,10
3/26/1977,17,14,12
3/27/1977,18,10,6
3/28/1977,18,9,4
3/29/1977,17,10,6
3/30/1977,21,12,8
3/31/1977,16,13,12
4/1/1977,23,17,14
4/2/1977,23,13,8
4/3/1977,27,18,14
4/4/1977,28,17,12
4/5/1977,36,20,12
4/6/1977,38,22,14
4/7/1977,33,20,14
4/8/1977,23,18,16
4/9/1977,21,16,14
4/10/1977,18,11,8
4/11/1977,24,17,14
4/12/1977,28,15,8
4/13/1977,-10,12,8
4/14/1977,18,10,6
4/15/1977,24,17,14
4/16/1977,19,12,8
4/17/1977,20,12,8
4/18/1977,21,15,12
4/19/1977,20,12,8
4/20/1977,29,15,8
4/21/1977,30,26,24
4/22/1977,42,25,16
4/23/1977,38,27,22
4/24/1977,41,27,20
4/25/1977,37,27,22
4/26/1977,29,24,22
4/27/1977,35,22,16
4/28/1977,38,25,18
4/29/1977,38,29,24
4/30/1977,38,25,18
5/1/1977,31,26,24
5/2/1977,27,25,24
5/3/1977,25,19,16
5/4/1977,21,15,12
5/5/1977,22,15,12
5/6/1977,28,17,12
5/7/1977,32,20,14
5/8/1977,30,23,20
5/9/1977,35,22,16
5/10/1977,24,19,16
5/11/1977,23,14,10
5/12/1977,29,16,10
5/13/1977,28,21,18
5/14/1977,26,19,16
5/15/1977,28,20,16
5/16/1977,22,18,16
5/17/1977,27,22,20
5/18/1977,28,21,18
5/19/1977,36,27,22
5/20/1977,38,26,20
5/21/1977,32,25,22
5/22/1977,32,24,20
5/23/1977,22,19,18
5/24/1977,31,22,18
5/25/1977,33,20,14
5/26/1977,24,17,14
5/27/1977,24,17,14
5/28/1977,28,20,16
5/29/1977,32,21,16
5/30/1977,28,21,18
5/31/1977,31,27,26
6/1/1977,32,25,22
6/2/1977,29,19,14
6/3/1977,29,24,22
6/4/1977,35,29,26
6/5/1977,47,33,26
6/6/1977,50,38,32
6/7/1977,39,29,24
6/8/1977,35,28,24
6/9/1977,37,27,22
6/10/1977,41,27,20
6/11/1977,33,25,22
6/12/1977,39,28,22
6/13/1977,39,29,24
6/14/1977,34,26,22
6/15/1977,33,27,24
6/16/1977,40,28,22
6/17/1977,54,38,30
6/18/1977,39,32,28
6/19/1977,35,28,24
6/20/1977,36,28,24
6/21/1977,40,32,28
6/22/1977,39,32,28
6/23/1977,43,30,24
6/24/1977,45,31,24
6/25/1977,40,32,28
6/26/1977,42,30,24
6/27/1977,39,30,26
6/28/1977,42,30,24
6/29/1977,41,31,26
6/30/1977,49,35,28
7/1/1977,38,30,26
7/2/1977,36,28,24
7/3/1977,36,27,22
7/4/1977,36,27,22
7/5/1977,36,27,22
7/6/1977,40,29,24
7/7/1977,46,30,22
7/8/1977,40,31,26
7/9/1977,38,30,26
7/10/1977,38,30,26
7/11/1977,41,32,28
7/12/1977,35,29,26
7/13/1977,40,31,26
7/14/1977,42,31,26
7/15/1977,41,32,28
7/16/1977,35,28,24
7/17/1977,38,31,28
7/18/1977,39,29,24
7/19/1977,42,29,22
7/20/1977,48,33,26
7/21/1977,41,31,26
7/22/1977,45,32,26
7/23/1977,48,32,24
7/24/1977,54,39,32
7/25/1977,46,34,28
7/26/1977,42,31,26
7/27/1977,45,32,26
7/28/1977,41,32,28
7/29/1977,42,31,26
7/30/1977,49,35,28
7/31/1977,52,40,34
8/1/1977,54,38,30
8/2/1977,53,36,28
8/3/1977,53,36,28
8/4/1977,49,35,28
8/5/1977,54,39,32
8/6/1977,52,36,28
8/7/1977,52,36,28
8/8/1977,50,35,28
8/9/1977,56,40,32
8/10/1977,60,43,34
8/11/1977,59,41,32
8/12/1977,62,46,38
8/13/1977,52,37,30
8/14/1977,46,34,28
8/15/1977,50,35,28
8/16/1977,58,38,28
8/17/1977,62,45,36
8/18/1977,43,33,28
8/19/1977,41,35,32
8/20/1977,45,32,26
8/21/1977,35,32,30
8/22/1977,38,30,26
8/23/1977,31,27,26
8/24/1977,34,29,26
8/25/1977,30,27,26
8/26/1977,35,29,26
8/27/1977,36,31,28
8/28/1977,37,31,28
8/29/1977,31,27,26
8/30/1977,36,27,22
8/31/1977,39,28,22
9/1/1977,39,25,18
9/2/1977,34,29,26
9/3/1977,39,32,28
9/4/1977,44,36,32
9/5/1977,39,30,26
9/6/1977,39,28,22
9/7/1977,39,29,24
9/8/1977,35,23,18
9/9/1977,37,27,22
9/10/1977,37,27,22
9/11/1977,38,26,20
9/12/1977,42,31,26
9/13/1977,42,31,26
9/14/1977,37,28,24
9/15/1977,31,26,24
9/16/1977,32,24,20
9/17/1977,32,25,22
9/18/1977,31,27,26
9/19/1977,34,29,26
9/20/1977,29,24,22
9/21/1977,30,22,18
9/22/1977,27,18,14
9/23/1977,28,24,22
9/24/1977,30,24,22
9/25/1977,25,20,18
9/26/1977,29,18,12
9/27/1977,31,22,18
9/28/1977,25,20,18
9/29/1977,29,23,20
9/30/1977,28,21,18
10/1/1977,29,24,22
10/2/1977,26,18,14
10/3/1977,27,17,12
10/4/1977,29,19,14
10/5/1977,29,19,14
10/6/1977,22,19,18
10/7/1977,28,21,18
10/8/1977,25,19,16
10/9/1977,25,20,18
10/10/1977,27,17,12
10/11/1977,30,19,14
10/12/1977,31,21,16
10/13/1977,29,22,18
10/14/1977,29,19,14
10/15/1977,32,21,16
10/16/1977,29,23,20
10/17/1977,23,18,16
10/18/1977,21,16,14
10/19/1977,22,17,14
10/20/1977,17,14,12
10/21/1977,26,19,16
10/22/1977,33,25,22
10/23/1977,30,23,20
10/24/1977,25,20,18
10/25/1977,28,20,16
10/26/1977,23,14,10
10/27/1977,21,15,12
10/28/1977,23,18,16
10/29/1977,23,18,16
10/30/1977,20,16,14
10/31/1977,19,14,12
11/1/1977,27,18,14
11/2/1977,19,14,12
11/3/1977,13,7,4
11/4/1977,20,9,4
11/5/1977,21,16,14
11/6/1977,20,16,14
11/7/1977,17,10,6
11/8/1977,9,4,2
11/9/1977,19,13,10
11/10/1977,24,21,20
11/11/1977,23,17,14
11/12/1977,21,15,12
11/13/1977,22,18,16
11/14/1977,20,16,14
11/15/1977,21,15,12
11/16/1977,16,11,8
11/17/1977,9,4,2
11/18/1977,4,0,-2
11/19/1977,4,-3,-6
11/20/1977,1,-4,-6
11/21/1977,-1,-10,-14
11/22/1977,2,-2,-4
11/23/1977,11,3,0
11/24/1977,19,16,14
11/25/1977,26,18,14
11/26/1977,20,16,14
11/27/1977,19,17,16
11/28/1977,20,17,16
11/29/1977,19,13,10
11/30/1977,11,6,4
12/1/1977,22,14,10
12/2/1977,24,20,18
12/3/1977,18,14,12
12/4/1977,11,7,6
12/5/1977,11,6,4
12/6/1977,17,11,8
12/7/1977,8,3,0
12/8/1977,3,2,2
12/9/1977,6,3,2
12/10/1977,19,12,8
12/11/1977,20,17,16
12/12/1977,17,15,14
12/13/1977,23,18,16
12/14/1977,23,20,18
12/15/1977,16,13,12
12/16/1977,12,8,6
12/17/1977,10,8,8
12/18/1977,10,7,6
12/19/1977,12,8,6
12/20/1977,18,10,6
12/21/1977,17,10,6
12/22/1977,11,6,4
12/23/1977,11,6,4
12/24/1977,10,8,8
12/25/1977,9,4,2
12/26/1977,10,3,0
12/27/1977,13,4,0
12/28/1977,11,6,4
12/29/1977,13,10,8
12/30/1977,7,2,0
12/31/1977,8,1,-2
1/1/1978,10,3,0
1/2/1978,9,4,2
1/3/1978,12,5,2
1/4/1978,20,17,16
1/5/1978,17,11,8
1/6/1978,9,7,6
1/7/1978,14,10,8
1/8/1978,19,16,14
1/9/1978,20,17,16
1/10/1978,15,14,14
1/11/1978,18,14,12
1/12/1978,22,15,12
1/13/1978,16,12,10
1/14/1978,23,17,14
1/15/1978,24,20,18
1/16/1978,22,18,16
1/17/1978,18,11,8
1/18/1978,22,17,14
1/19/1978,21,16,14
1/20/1978,20,17,16
1/21/1978,17,14,12
1/22/1978,12,8,6
1/23/1978,11,6,4
1/24/1978,13,7,4
1/25/1978,13,10,8
1/26/1978,14,10,8
1/27/1978,11,6,4
1/28/1978,12,11,10
1/29/1978,14,9,6
1/30/1978,12,5,2
1/31/1978,14,9,6
2/1/1978,14,10,8
2/2/1978,19,16,14
2/3/1978,22,19,18
2/4/1978,27,18,14
2/5/1978,27,21,18
2/6/1978,25,19,16
2/7/1978,20,16,14
2/8/1978,22,15,12
2/9/1978,16,8,4
2/10/1978,10,3,0
2/11/1978,13,7,4
2/12/1978,17,6,0
2/13/1978,20,13,10
2/14/1978,18,10,6
2/15/1978,14,9,6
2/16/1978,14,9,6
2/17/1978,19,13,10
2/18/1978,20,17,16
2/19/1978,26,19,16
2/20/1978,20,15,12
2/21/1978,28,20,16
2/22/1978,17,11,8
2/23/1978,18,14,12
2/24/1978,16,13,12
2/25/1978,15,13,12
2/26/1978,16,11,8
2/27/1978,12,6,4
2/28/1978,13,7,4
3/1/1978,15,3,-2
3/2/1978,18,10,6
3/3/1978,14,9,6
3/4/1978,18,10,6
3/5/1978,20,13,10
3/6/1978,22,14,10
3/7/1978,23,18,16
3/8/1978,24,16,12
3/9/1978,20,15,12
3/10/1978,18,10,6
3/11/1978,13,10,8
3/12/1978,17,11,8
3/13/1978,18,11,8
3/14/1978,18,9,4
3/15/1978,20,11,6
3/16/1978,28,16,10
3/17/1978,28,15,8
3/18/1978,28,16,10
3/19/1978,25,18,14
3/20/1978,30,18,12
3/21/1978,29,20,16
3/22/1978,27,17,12
3/23/1978,23,20,18
3/24/1978,25,19,16
3/25/1978,20,17,16
3/26/1978,28,20,16
3/27/1978,26,21,18
3/28/1978,23,18,16
3/29/1978,25,19,16
3/30/1978,20,17,16
3/31/1978,25,12,6
4/1/1978,20,16,14
4/2/1978,19,14,12
4/3/1978,30,19,14
4/4/1978,24,16,12
4/5/1978,21,14,10
4/6/1978,18,9,4
4/7/1978,25,12,6
4/8/1978,25,18,14
4/9/1978,29,16,10
4/10/1978,34,21,14
4/11/1978,23,13,8
4/12/1978,22,11,6
4/13/1978,20,13,10
4/14/1978,17,14,12
4/15/1978,26,17,12
4/16/1978,15,9,6
4/17/1978,20,12,8
4/18/1978,26,18,14
4/19/1978,25,18,14
4/20/1978,21,12,8
4/21/1978,17,11,8
4/22/1978,18,14,12
4/23/1978,24,16,12
4/24/1978,35,23,18
4/25/1978,32,25,22
4/26/1978,24,21,20
4/27/1978,24,20,18
4/28/1978,24,20,18
4/29/1978,26,18,14
4/30/1978,28,19,14
5/1/1978,30,19,14
5/2/1978,28,21,18
5/3/1978,22,15,12
5/4/1978,20,12,8
5/5/1978,24,13,8
5/6/1978,30,18,12
5/7/1978,36,22,16
5/8/1978,32,20,14
5/9/1978,28,23,20
5/10/1978,20,17,16
5/11/1978,25,18,14
5/12/1978,26,18,14
5/13/1978,28,24,22
5/14/1978,23,20,18
5/15/1978,28,20,16
5/16/1978,30,22,18
5/17/1978,30,22,18
5/18/1978,34,23,18
5/19/1978,45,31,24
5/20/1978,48,33,26
5/21/1978,28,20,16
5/22/1978,24,16,12
5/23/1978,27,14,8
5/24/1978,29,20,16
5/25/1978,28,19,14
5/26/1978,26,22,20
5/27/1978,29,24,22
5/28/1978,28,21,18
5/29/1978,28,20,16
5/30/1978,34,19,12
5/31/1978,44,29,22
6/1/1978,50,39,34
6/2/1978,52,37,30
6/3/1978,53,39,32
6/4/1978,54,39,32
6/5/1978,57,40,32
6/6/1978,49,35,28
6/7/1978,38,30,26
6/8/1978,40,28,22
6/9/1978,31,26,24
6/10/1978,33,24,20
6/11/1978,38,29,24
6/12/1978,38,29,24
6/13/1978,31,25,22
6/14/1978,31,21,16
6/15/1978,34,26,22
6/16/1978,33,24,20
6/17/1978,42,29,22
6/18/1978,38,29,24
6/19/1978,40,27,20
6/20/1978,45,32,26
6/21/1978,38,29,24
6/22/1978,35,28,24
6/23/1978,38,26,20
6/24/1978,37,27,22
6/25/1978,35,29,26
6/26/1978,42,30,24
6/27/1978,50,34,26
6/28/1978,54,39,32
6/29/1978,37,34,32
6/30/1978,42,34,30
7/1/1978,41,32,28
7/2/1978,36,31,28
7/3/1978,34,30,28
7/4/1978,33,27,24
7/5/1978,38,30,26
7/6/1978,44,31,24
7/7/1978,41,30,24
7/8/1978,35,29,26
7/9/1978,37,31,28
7/10/1978,32,25,22
7/11/1978,38,29,24
7/12/1978,44,29,22
7/13/1978,50,34,26
7/14/1978,50,35,28
7/15/1978,40,33,30
7/16/1978,31,27,26
7/17/1978,35,28,24
7/18/1978,39,29,24
7/19/1978,47,33,26
7/20/1978,55,38,30
7/21/1978,59,41,32
7/22/1978,62,45,36
7/23/1978,51,38,32
7/24/1978,42,30,24
7/25/1978,53,35,26
7/26/1978,42,34,30
7/27/1978,41,32,28
7/28/1978,46,34,28
7/29/1978,47,33,26
7/30/1978,48,33,26
7/31/1978,40,28,22
8/1/1978,40,31,26
8/2/1978,45,32,26
8/3/1978,48,35,28
8/4/1978,46,34,28
8/5/1978,44,33,28
8/6/1978,50,38,32
8/7/1978,54,40,34
8/8/1978,62,45,36
8/9/1978,51,38,32
8/10/1978,41,30,24
8/11/1978,34,30,28
8/12/1978,38,30,26
8/13/1978,41,32,28
8/14/1978,34,29,26
8/15/1978,39,32,28
8/16/1978,38,30,26
8/17/1978,39,29,24
8/18/1978,36,31,28
8/19/1978,34,30,28
8/20/1978,35,29,26
8/21/1978,41,32,28
8/22/1978,35,29,26
8/23/1978,32,26,24
8/24/1978,41,32,28
8/25/1978,38,30,26
8/26/1978,40,29,24
8/27/1978,39,29,24
8/28/1978,43,33,28
8/29/1978,46,35,30
8/30/1978,41,32,28
8/31/1978,36,33,32
9/1/1978,36,32,30
9/2/1978,40,32,28
9/3/1978,32,28,26
9/4/1978,31,27,26
9/5/1978,30,26,24
9/6/1978,35,28,24
9/7/1978,33,25,22
9/8/1978,33,25,22
9/9/1978,34,30,28
9/10/1978,35,28,24
9/11/1978,35,28,24
9/12/1978,33,27,24
9/13/1978,29,24,22
9/14/1978,34,26,22
9/15/1978,34,29,26
9/16/1978,29,19,14
9/17/1978,25,19,16
9/18/1978,29,20,16
9/19/1978,30,19,14
9/20/1978,27,25,24
9/21/1978,29,24,22
9/22/1978,29,25,24
9/23/1978,31,26,24
9/24/1978,32,28,26
9/25/1978,35,28,24
9/26/1978,35,28,24
9/27/1978,38,29,24
9/28/1978,31,26,24
9/29/1978,40,31,26
9/30/1978,35,28,24
10/1/1978,32,24,20
10/2/1978,33,23,18
10/3/1978,29,20,16
10/4/1978,32,24,20
10/5/1978,36,24,18
10/6/1978,36,21,14
10/7/1978,35,28,24
10/8/1978,39,30,26
10/9/1978,34,29,26
10/10/1978,29,25,24
10/11/1978,30,24,22
10/12/1978,28,20,16
10/13/1978,31,21,16
10/14/1978,38,25,18
10/15/1978,32,21,16
10/16/1978,30,27,26
10/17/1978,34,29,26
10/18/1978,32,25,22
10/19/1978,30,19,14
10/20/1978,26,23,22
10/21/1978,24,16,12
10/22/1978,27,18,14
10/23/1978,31,21,16
10/24/1978,23,17,14
10/25/1978,23,13,8
10/26/1978,20,12,8
10/27/1978,23,18,16
10/28/1978,20,17,16
10/29/1978,21,15,12
10/30/1978,19,10,6
10/31/1978,19,8,2
11/1/1978,24,12,6
11/2/1978,21,15,12
11/3/1978,25,20,18
11/4/1978,19,13,10
11/5/1978,15,8,4
11/6/1978,22,15,12
11/7/1978,27,22,20
11/8/1978,19,13,10
11/9/1978,13,7,4
11/10/1978,10,4,2
11/11/1978,9,0,-4
11/12/1978,8,-1,-6
11/13/1978,9,0,-4
11/14/1978,9,0,-4
11/15/1978,10,2,-2
11/16/1978,18,14,12
11/17/1978,16,13,12
11/18/1978,11,5,2
11/19/1978,2,-1,-2
11/20/1978,3,1,0
11/21/1978,5,-1,-4
11/22/1978,3,-2,-4
11/23/1978,6,3,2
11/24/1978,14,9,6
11/25/1978,13,7,4
11/26/1978,11,5,2
11/27/1978,9,3,0
11/28/1978,15,13,12
11/29/1978,15,13,12
11/30/1978,17,14,12
12/1/1978,13,12,12
12/2/1978,14,10,8
12/3/1978,17,15,14
12/4/1978,11,6,4
12/5/1978,9,4,2
12/6/1978,6,1,-2
12/7/1978,3,-2,-4
12/8/1978,6,3,2
12/9/1978,11,6,4
12/10/1978,18,10,6
12/11/1978,16,8,4
12/12/1978,10,4,2
12/13/1978,9,0,-4
12/14/1978,17,10,6
12/15/1978,11,5,2
12/16/1978,11,6,4
12/17/1978,12,8,6
12/18/1978,11,6,4
12/19/1978,3,0,-2
12/20/1978,9,4,2
12/21/1978,14,13,12
12/22/1978,14,10,8
12/23/1978,19,13,10
12/24/1978,16,8,4
12/25/1978,8,1,-2
12/26/1978,9,3,0
12/27/1978,5,-1,-4
12/28/1978,-5,-11,-14
12/29/1978,-6,-12,-16
12/30/1978,-12,-16,-18
12/31/1978,-10,-16,-18
1/1/1979,-5,-11,-14
1/2/1979,1,-4,-6
1/3/1979,3,-6,-10
1/4/1979,7,2,0
1/5/1979,8,1,-2
1/6/1979,11,1,-4
1/7/1979,11,5,2
1/8/1979,12,6,4
1/9/1979,10,6,4
1/10/1979,12,8,6
1/11/1979,13,11,10
1/12/1979,13,10,8
1/13/1979,13,7,4
1/14/1979,11,7,6
1/15/1979,8,5,4
1/16/1979,10,6,4
1/17/1979,16,8,4
1/18/1979,12,4,0
1/19/1979,13,10,8
1/20/1979,21,16,14
1/21/1979,11,6,4
1/22/1979,7,2,0
1/23/1979,11,5,2
1/24/1979,10,4,2
1/25/1979,9,4,2
1/26/1979,6,2,0
1/27/1979,9,7,6
1/28/1979,5,-1,-4
1/29/1979,8,-1,-6
1/30/1979,8,0,-4
1/31/1979,5,-2,-6
2/1/1979,4,-3,-6
2/2/1979,1,-5,-8
2/3/1979,8,4,2
2/4/1979,15,9,6
2/5/1979,17,15,14
2/6/1979,20,15,12
2/7/1979,15,12,10
2/8/1979,17,11,8
2/9/1979,17,14,12
2/10/1979,13,11,10
2/11/1979,20,16,14
2/12/1979,19,14,12
2/13/1979,21,10,4
2/14/1979,5,0,-2
2/15/1979,12,5,2
2/16/1979,11,6,4
2/17/1979,18,10,6
2/18/1979,16,11,8
2/19/1979,11,6,4
2/20/1979,-14,3,-2
2/21/1979,11,6,4
2/22/1979,16,7,2
2/23/1979,10,6,4
2/24/1979,17,9,6
2/25/1979,25,19,16
2/26/1979,15,12,10
2/27/1979,15,9,6
2/28/1979,10,4,2
3/1/1979,12,5,2
3/2/1979,19,8,2
3/3/1979,17,15,14
3/4/1979,25,19,16
3/5/1979,25,23,22
3/6/1979,31,25,22
3/7/1979,23,17,14
3/8/1979,20,13,10
3/9/1979,27,13,6
3/10/1979,32,16,8
3/11/1979,21,16,14
3/12/1979,24,16,12
3/13/1979,33,16,8
3/14/1979,27,17,12
3/15/1979,19,16,14
3/16/1979,20,12,8
3/17/1979,21,15,12
3/18/1979,24,16,12
3/19/1979,24,16,12
3/20/1979,27,14,8
3/21/1979,25,12,6
3/22/1979,32,16,8
3/23/1979,33,19,12
3/24/1979,28,17,12
3/25/1979,18,14,12
3/26/1979,20,12,8
3/27/1979,19,14,12
3/28/1979,24,16,12
3/29/1979,20,12,8
3/30/1979,18,13,10
3/31/1979,17,11,8
4/1/1979,15,9,6
4/2/1979,19,12,8
4/3/1979,17,11,8
4/4/1979,22,18,16
4/5/1979,28,20,16
4/6/1979,21,15,12
4/7/1979,22,14,10
4/8/1979,21,16,14
4/9/1979,19,13,10
4/10/1979,18,11,8
4/11/1979,21,15,12
4/12/1979,21,15,12
4/13/1979,20,13,10
4/14/1979,21,11,6
4/15/1979,21,15,12
4/16/1979,15,13,12
4/17/1979,19,13,10
4/18/1979,20,12,8
4/19/1979,23,13,8
4/20/1979,27,17,12
4/21/1979,30,18,12
4/22/1979,32,20,14
4/23/1979,32,21,16
4/24/1979,29,18,12
4/25/1979,33,20,14
4/26/1979,40,24,16
4/27/1979,38,25,18
